Function / Call Stack,Clockticks,Instructions Retired,CPI Rate,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,INST_RETIRED.ANY,INST_RETIRED.PREC_DIST,OFFCORE_RESPONSE:request=DEMAND_RFO:response=L3_HIT.SNOOP_HITM,BR_MISP_RETIRED.ALL_BRANCHES_PS,CYCLE_ACTIVITY.STALLS_MEM_ANY,FRONTEND_RETIRED.DSB_MISS_PS,FRONTEND_RETIRED.L2_MISS_PS,FRONTEND_RETIRED.LATENCY_GE_16_PS,FRONTEND_RETIRED.LATENCY_GE_2_BUBBLES_GE_1_PS,FRONTEND_RETIRED.STLB_MISS_PS,MEM_INST_RETIRED.ALL_STORES_PS,MEM_INST_RETIRED.LOCK_LOADS_PS,MEM_INST_RETIRED.SPLIT_LOADS_PS,MEM_INST_RETIRED.SPLIT_STORES_PS,MEM_INST_RETIRED.STLB_MISS_LOADS_PS,MEM_INST_RETIRED.STLB_MISS_STORES_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS_PS,MEM_LOAD_RETIRED.FB_HIT_PS,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,ARITH.DIVIDER_ACTIVE,BACLEARS.ANY,CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE,CPU_CLK_UNHALTED.REF_XCLK,CPU_CLK_UNHALTED.THREAD_P,CYCLE_ACTIVITY.STALLS_L1D_MISS,CYCLE_ACTIVITY.STALLS_L2_MISS,CYCLE_ACTIVITY.STALLS_L3_MISS,DSB2MITE_SWITCHES.PENALTY_CYCLES,DTLB_LOAD_MISSES.STLB_HIT,DTLB_LOAD_MISSES.WALK_ACTIVE,DTLB_STORE_MISSES.STLB_HIT,DTLB_STORE_MISSES.WALK_ACTIVE,EXE_ACTIVITY.1_PORTS_UTIL,EXE_ACTIVITY.2_PORTS_UTIL,EXE_ACTIVITY.BOUND_ON_STORES,EXE_ACTIVITY.EXE_BOUND_0_PORTS,FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE,FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE,FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE,FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE,FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,FP_ARITH_INST_RETIRED.SCALAR_SINGLE,FP_ASSIST.ANY,ICACHE_16B.IFDATA_STALL,ICACHE_16B.IFDATA_STALL:cmask=1:e=yes,ICACHE_64B.IFTAG_STALL,IDQ.ALL_DSB_CYCLES_4_UOPS,IDQ.ALL_DSB_CYCLES_ANY_UOPS,IDQ.ALL_MITE_CYCLES_4_UOPS,IDQ.ALL_MITE_CYCLES_ANY_UOPS,IDQ.DSB_UOPS,IDQ.MITE_UOPS,IDQ.MS_SWITCHES,IDQ.MS_UOPS,IDQ_UOPS_NOT_DELIVERED.CORE,IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE,ILD_STALL.LCP,INT_MISC.CLEAR_RESTEER_CYCLES,INT_MISC.RECOVERY_CYCLES,L1D_PEND_MISS.FB_FULL:cmask=1,L1D_PEND_MISS.PENDING,L2_RQSTS.RFO_HIT,LD_BLOCKS.NO_SR,LD_BLOCKS.STORE_FORWARD,LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,LSD.CYCLES_4_UOPS,LSD.CYCLES_ACTIVE,LSD.UOPS,MACHINE_CLEARS.COUNT,OFFCORE_REQUESTS_BUFFER.SQ_FULL,OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=4,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO,OTHER_ASSISTS.ANY,RS_EVENTS.EMPTY_CYCLES,RS_EVENTS.EMPTY_END,UOPS_DISPATCHED_PORT.PORT_0,UOPS_DISPATCHED_PORT.PORT_1,UOPS_DISPATCHED_PORT.PORT_2,UOPS_DISPATCHED_PORT.PORT_3,UOPS_DISPATCHED_PORT.PORT_4,UOPS_DISPATCHED_PORT.PORT_5,UOPS_DISPATCHED_PORT.PORT_6,UOPS_DISPATCHED_PORT.PORT_7,UOPS_EXECUTED.CORE_CYCLES_GE_1,UOPS_EXECUTED.CORE_CYCLES_GE_2,UOPS_EXECUTED.CORE_CYCLES_GE_3,UOPS_EXECUTED.CORE_CYCLES_NONE,UOPS_EXECUTED.THREAD,UOPS_EXECUTED.X87,UOPS_ISSUED.ANY,UOPS_RETIRED.RETIRE_SLOTS,VECTORIZABLE
s251,28300000000,36825000000,0.768,28300000000,20775000000,36825000000,34840052260,0,0,4420006630,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,7215216450,2600003900,429012870,364010920,58524570,0,0,0,180754210,182054600,25480038220,3640005460,1300001950,0,0,0,0,91002730,0,4940007410,4420006630,0,0,0,18200027300,0,0,0,0,0,0,0,0,5980008970,7800011700,0,0,33540050310,0,0,0,260000390,0,0,0,0,260000390,50440075660,1144017160,0,0,5824174720,0,0,0,0,3900005850,17940026910,25220037830,6760010140,0,0,0,9100013650,9100013650,11960017940,11960017940,5980008970,7280010920,1820002730,0,22360033540,17160025740,12480018720,4420006630,57460086190,0,33280049920,33280049920,Y
s252,57900000000,35250000000,1.643,57900000000,43150000000,35250000000,32760049140,0,0,21060031590,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,0,6760010140,0,0,0,0,0,0,383615050,387516220,52520078780,0,0,0,0,0,0,13000390,0,20540030810,9880014820,0,2080003120,0,0,0,0,0,11960017940,0,0,0,0,5980008970,6240009360,0,260000390,30160045240,0,0,0,260000390,0,0,0,0,0,0,312004680,0,0,0,0,0,0,0,0,1300001950,8840013260,520000780,0,0,0,5980008970,6240009360,11960017940,6240009360,5980008970,7280010920,4160006240,0,32500048750,12480018720,2860004290,21060031590,47840071760,0,30160045240,29900044850,N
s253,14000000000,28775000000,0.487,14000000000,10650000000,28775000000,26520039780,0,0,260000390,0,0,0,0,0,780001170,0,0,0,0,0,0,0,0,208006240,3120004680,0,0,0,0,0,0,92327690,88426520,13260019890,260000390,0,0,0,0,0,0,0,2340003510,3640005460,0,0,0,4420006630,0,0,0,0,0,0,0,0,4680007020,4940007410,0,0,26780040170,0,0,0,0,0,0,0,0,0,780001170,0,0,0,1495044850,0,0,0,0,0,5460008190,12740019110,0,0,260000390,0,6500009750,6500009750,4420006630,4680007020,3120004680,7540011310,3120004680,0,12740019110,9620014430,6240009360,260000390,34320051480,0,25220037830,24700037050,Y
s254,19575000000,40050000000,0.489,19575000000,14725000000,40050000000,38220057330,0,52001170,520000780,0,0,0,0,0,1820002730,0,871026130,0,0,0,0,0,0,2392071760,4160006240,429012870,416012480,19508190,0,0,0,127438220,128738610,17420026130,260000390,520000780,0,0,0,0,13000390,0,2340003510,4680007020,0,0,0,11700017550,0,0,0,0,0,0,0,0,5980008970,7280010920,0,0,35880053820,0,0,0,260000390,0,0,0,0,0,10400015600,416006240,0,0,0,0,0,0,0,0,3380005070,6760010140,2080003120,0,0,0,5980008970,5980008970,6760010140,6760010140,5980008970,15860023790,3120004680,4680007020,17940026910,15600023400,10660015990,780001170,55120082680,0,36660054990,36660054990,N
s255,47325000000,48075000000,0.984,47325000000,34900000000,48075000000,45500068250,0,0,11440017160,0,0,0,13000910,0,1820002730,0,0,0,0,0,0,0,0,0,3380005070,0,0,0,0,0,0,314694380,314694380,44980067470,0,0,0,0,0,0,13000390,0,14560021840,12480018720,0,1820002730,0,0,0,0,0,17940026910,0,0,0,0,5980008970,8840013260,0,0,41340062010,0,0,0,0,0,0,0,0,0,260000390,130001950,0,0,0,0,0,0,0,0,260000390,3640005460,520000780,0,0,0,9100013650,9100013650,4940007410,7280010920,5980008970,11960017940,5980008970,0,32240048360,17420026130,4680007020,12480018720,54600081900,0,42640063960,42380063570,N
s256,11450000000,4600000000,2.489,11450000000,8350000000,4600000000,4420006630,0,0,6500009750,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,286008580,780001170,13000390,0,6502730,0,0,0,81924570,80624180,11700017550,1560002340,5980008970,0,0,260000390,0,143004290,0,2600003900,1040001560,0,0,0,0,0,0,0,1300001950,0,0,0,0,780001170,1040001560,0,0,4160006240,0,260000390,0,0,0,0,0,0,0,3380005070,312004680,0,0,3302099060,0,0,0,0,1040001560,4680007020,9100013650,8580012870,0,260000390,0,1300001950,1560002340,1040001560,1300001950,1040001560,2080003120,260000390,260000390,3900005850,1560002340,520000780,6500009750,6500009750,0,3900005850,4160006240,N
s257,7800000000,3325000000,2.346,7800000000,5775000000,3325000000,2860004290,0,0,4420006630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247007410,0,273008190,91002730,182076440,0,0,0,49414820,49414820,7020010530,4420006630,3900005850,0,0,260000390,0,143004290,0,1300001950,780001170,0,0,0,0,0,0,0,1040001560,0,0,0,0,780001170,520000780,0,0,3380005070,0,0,260000390,260000390,0,0,0,0,2340003510,30680046020,338005070,0,0,5317159510,0,0,0,0,2340003510,5460008190,7020010530,260000390,0,0,0,520000780,260000390,520000780,520000780,520000780,1040001560,520000780,260000390,2600003900,1300001950,520000780,4680007020,4160006240,0,2860004290,2600003900,N
s258,1225000000,875000000,1.4,1225000000,900000000,875000000,780001170,0,0,520000780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7802340,9102730,1040001560,0,0,0,0,0,0,0,0,260000390,260000390,0,260000390,0,0,0,0,0,260000390,0,0,0,0,0,260000390,0,0,780001170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000390,260000390,260000390,0,260000390,260000390,0,520000780,260000390,0,520000780,1300001950,0,780001170,1040001560,N
s261,9625000000,15200000000,0.633,9625000000,6925000000,15200000000,15340023010,0,0,1300001950,0,0,0,0,0,1040001560,0,234007020,0,0,0,0,0,0,2951088530,1300001950,494014820,429012870,71530030,0,0,0,63719110,62418720,9100013650,1040001560,780001170,0,0,0,0,0,0,1040001560,1820002730,0,0,0,4160006240,0,0,0,0,0,0,0,0,2860004290,2600003900,0,0,12480018720,0,0,0,0,0,0,0,0,0,22100033150,0,0,0,0,0,0,0,0,520000780,5460008190,8320012480,0,0,0,0,2600003900,2340003510,5460008190,5720008580,3380005070,5720008580,1300001950,0,8580012870,7280010920,5200007800,1300001950,25740038610,0,14560021840,14300021450,Y
s271,39250000000,60800000000,0.646,39250000000,28275000000,60800000000,55900083850,0,0,4160006240,0,0,0,0,0,1560002340,0,0,0,0,0,0,0,0,78002340,9880014820,0,0,0,0,0,0,253576050,253576050,36660054990,260000390,0,0,0,0,0,0,0,9360014040,9880014820,0,0,0,12220018330,0,0,0,0,0,0,0,0,9100013650,10660015990,0,0,54860082290,0,0,0,0,0,0,0,0,0,780001170,0,0,0,13000390,0,0,0,0,0,11960017940,33020049530,0,0,0,0,10920016380,14820022230,12220018330,11960017940,5980008970,16640024960,5720008580,0,31980047970,22880034320,13520020280,4160006240,76440114660,0,53040079560,53040079560,Y
s2710,16325000000,28000000000,0.583,16325000000,11725000000,28000000000,26000039000,0,0,1560002340,0,0,0,0,0,520000780,0,0,0,0,0,0,0,0,0,2080003120,13000390,0,0,0,0,0,105331590,106631980,15340023010,0,260000390,0,0,0,0,0,0,3640005460,4680007020,0,0,0,5200007800,0,0,0,0,0,0,0,0,4420006630,5460008190,0,0,26260039390,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3640005460,8580012870,0,0,0,0,7280010920,7020010530,3380005070,2860004290,2080003120,6760010140,2860004290,0,13780020670,10140015210,5460008190,1560002340,31980047970,0,25740038610,25480038220,Y
s2711,39200000000,60800000000,0.645,39200000000,28250000000,60800000000,56680085020,0,0,4160006240,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,91002730,10400015600,0,0,0,0,0,0,257477220,256176830,37440056160,0,0,0,0,0,0,0,0,9360014040,9880014820,0,0,0,12220018330,0,0,0,0,0,0,0,0,9360014040,10660015990,0,0,54600081900,0,0,0,0,0,0,0,0,0,520000780,0,0,0,13000390,0,0,0,0,0,11700017550,31720047580,0,0,0,0,10660015990,14040021060,11700017550,11700017550,5980008970,16380024570,5980008970,0,31980047970,22880034320,13260019890,4160006240,76700115050,0,53300079950,53560080340,Y
s2712,41625000000,67250000000,0.619,41625000000,29900000000,67250000000,63960095940,0,0,3640005460,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,52001560,10140015210,0,0,0,0,0,0,266579950,266579950,38480057720,260000390,0,0,0,0,0,0,0,9620014430,11440017160,0,0,0,11960017940,0,0,0,0,0,0,0,0,8840013260,11700017550,0,0,59280088920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11960017940,35100052650,0,0,0,0,11960017940,17680026520,12220018330,12220018330,6240009360,19240028860,6240009360,0,35620053430,26000039000,14300021450,3900005850,85800128700,0,61100091650,61360092040,Y
s272,19550000000,24000000000,0.815,19550000000,14100000000,24000000000,23660035490,0,0,3640005460,0,0,0,0,0,1040001560,0,0,0,0,0,0,0,0,52001560,4160006240,0,0,0,0,0,0,124837440,124837440,18200027300,0,0,0,0,0,0,0,0,5200007800,4680007020,0,0,0,5720008580,0,0,0,0,0,0,0,0,4420006630,4420006630,0,0,22100033150,0,0,0,0,0,0,0,0,0,0,0,0,0,1430042900,0,0,0,0,0,7280010920,15860023790,0,0,0,0,4680007020,4940007410,5200007800,5200007800,2860004290,5460008190,3120004680,0,15600023400,9880014820,4940007410,3640005460,33280049920,0,23660035490,23660035490,Y
s273,21550000000,27225000000,0.792,21550000000,15550000000,27225000000,25740038610,0,0,3120004680,0,0,0,0,0,1040001560,0,0,0,0,0,0,0,0,13000390,3900005850,0,13000390,0,0,0,0,140442120,141742510,20280030420,0,0,0,0,0,0,0,0,6500009750,4940007410,0,0,0,7540011310,0,0,0,0,0,0,0,0,3640005460,5720008580,0,0,24180036270,0,0,0,0,0,0,0,0,0,520000780,0,0,0,1469044070,0,0,0,0,0,8060012090,17160025740,0,0,0,0,5200007800,4940007410,6240009360,5980008970,4680007020,7540011310,3120004680,0,16640024960,10660015990,5460008190,3380005070,36400054600,0,24440036660,24440036660,Y
s274,32125000000,32025000000,1.003,32125000000,23150000000,32025000000,30160045240,0,0,9100013650,0,0,0,0,0,1040001560,0,0,0,0,0,0,0,0,0,3640005460,0,0,0,0,0,0,209362790,208062400,30160045240,260000390,0,0,0,0,0,13000390,0,9360014040,8060012090,0,0,0,5980008970,0,0,0,0,0,0,0,0,4420006630,5980008970,0,0,28340042510,0,0,0,0,0,0,0,0,0,0,364005460,0,0,1456043680,0,0,0,0,0,4680007020,15860023790,520000780,0,260000390,0,7280010920,7540011310,4420006630,4680007020,2860004290,7540011310,3120004680,0,21320031980,11960017940,3640005460,8840013260,37440056160,0,28340042510,28340042510,Y
s275,800000000,1350000000,0.593,800000000,575000000,1350000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000780,520000780,26000780,13000390,6502730,0,0,0,7802340,7802340,1300001950,0,0,0,0,0,0,0,0,0,520000780,0,0,0,520000780,0,0,0,0,0,0,0,0,520000780,520000780,0,0,2080003120,0,0,0,0,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
s276,42325000000,105625000000,0.401,42325000000,31175000000,105625000000,99840149760,0,0,260000390,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,1118033540,12740019110,0,0,0,0,0,0,282184630,280884240,39780059670,0,0,0,0,0,0,13000390,0,2340003510,11180016770,0,260000390,0,17940026910,0,0,0,0,0,0,0,0,14560021840,17420026130,260000390,0,93600140400,260000390,0,0,0,0,0,0,0,0,3900005850,0,0,0,5720171600,0,0,0,0,0,22360033540,38220057330,0,0,0,0,23660035490,25740038610,15340023010,15340023010,6240009360,35620053430,5980008970,0,39520059280,37180055770,25740038610,780001170,126880190320,0,96720145080,96720145080,N
s277,12875000000,38400000000,0.335,12875000000,9275000000,38400000000,35880053820,0,0,0,0,0,0,572040040,0,0,0,0,0,0,0,0,0,0,0,3380005070,0,0,0,0,0,0,83224960,83224960,12220018330,0,0,0,0,0,0,0,0,1820002730,4160006240,0,0,0,0,0,0,0,0,0,0,0,0,0,12220018330,0,0,29640044460,0,0,260000390,18200027300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240009360,4680007020,2860004290,2860004290,0,7280010920,11960017940,0,11960017940,10140015210,5980008970,0,35880053820,0,29900044850,30160045240,N
s278,37925000000,41575000000,0.912,37925000000,27575000000,41575000000,38740058110,0,0,6500009750,0,0,0,0,0,1300001950,0,0,0,0,0,0,0,0,13000390,4420006630,0,0,0,0,0,0,249674880,248374490,35620053430,0,0,0,0,0,0,0,0,12480018720,9100013650,0,1560002340,0,7540011310,0,0,0,0,0,0,0,0,6760010140,6760010140,0,0,40040060060,0,0,0,0,0,0,0,0,0,0,0,0,0,1469044070,0,0,0,0,0,7280010920,16900025350,0,0,0,0,8840013260,9620014430,5980008970,5720008580,4420006630,12220018330,3120004680,0,27300040950,14820022230,5720008580,8320012480,49140073710,0,38740058110,38220057330,Y
s279,30625000000,29625000000,1.034,30625000000,22025000000,29625000000,27820041730,0,0,4940007410,0,0,0,0,0,520000780,0,0,0,0,0,0,0,0,0,2080003120,13000390,0,0,0,0,0,198959670,198959670,28860043290,260000390,0,0,0,0,0,0,0,13000019500,6240009360,0,2860004290,0,5980008970,0,0,0,0,0,0,0,0,4680007020,4940007410,0,0,27300040950,0,0,0,0,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,3640005460,8320012480,0,0,0,0,7800011700,7800011700,2860004290,3120004680,2340003510,8060012090,1560002340,0,21320031980,8580012870,2340003510,7540011310,33280049920,0,27300040950,27300040950,Y
s281,35200000000,57650000000,0.611,35200000000,25725000000,57650000000,52780079170,0,0,2080003120,0,0,0,0,0,3380005070,0,0,0,0,0,0,0,0,13000390,10400015600,13000390,13000390,6502730,0,0,0,237971370,237971370,33800050700,0,0,0,0,0,0,13000390,0,6240009360,9620014430,0,0,0,0,0,0,0,18460027690,0,0,0,0,9100013650,12220018330,0,0,51220076830,260000390,0,0,260000390,0,0,0,0,0,260000390,182002730,0,0,117003510,0,0,0,0,0,1560002340,9360014040,260000390,0,0,0,9100013650,9360014040,14820022230,14560021840,11700017550,10920016380,8580012870,0,30420045630,24440036660,15340023010,2340003510,78780118170,0,49140073710,49400074100,N
s291,9775000000,20000000000,0.489,9775000000,7100000000,20000000000,18980028470,0,0,260000390,0,0,0,0,0,1040001560,0,429012870,0,0,0,0,0,0,1157034710,2080003120,208006240,195005850,13005460,0,0,0,63719110,65019500,9360014040,260000390,260000390,260000390,0,260000390,0,13000390,0,1040001560,2340003510,0,0,0,5720008580,0,0,0,0,0,0,0,0,2860004290,3640005460,0,0,19240028860,0,0,0,0,0,0,0,260000390,0,5200007800,208003120,0,0,0,0,0,0,0,0,1560002340,3120004680,780001170,0,0,0,2860004290,3120004680,3380005070,3380005070,2860004290,7540011310,1300001950,2340003510,8840013260,7800011700,5460008190,260000390,27300040950,0,18200027300,18200027300,Y
s292,7975000000,13175000000,0.605,7975000000,6025000000,13175000000,12740019110,0,0,520000780,0,0,0,0,0,260000390,0,442013260,221006630,0,0,0,0,0,1456043680,780001170,78002340,78002340,0,0,0,0,50715210,52015600,7800011700,260000390,260000390,0,0,0,0,0,0,1560002340,2340003510,0,0,0,4420006630,0,0,0,0,0,0,0,0,1820002730,2080003120,0,0,10140015210,0,0,0,0,0,0,0,0,0,2080003120,104001560,0,0,0,0,0,0,0,0,780001170,2340003510,520000780,0,0,0,2340003510,2340003510,2340003510,2600003900,1560002340,5980008970,780001170,1300001950,7020010530,5720008580,3120004680,260000390,18720028080,0,12480018720,12220018330,Y
s3110,10500000000,23125000000,0.454,10500000000,7800000000,23125000000,22880034320,0,52001170,1300001950,0,0,0,416029120,0,0,0,0,0,0,0,0,0,0,13000390,2860004290,0,0,0,0,0,0,63719110,66319890,9360014040,0,0,0,0,0,0,0,0,1040001560,3120004680,0,0,0,0,0,0,0,0,0,0,0,0,0,7540011310,0,0,19760029640,0,0,0,18720028080,2080003120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000390,0,0,260000390,0,4940007410,1300001950,2600003900,2600003900,0,1300001950,7540011310,0,8580012870,7800011700,3900005850,1300001950,20540030810,0,20800031200,20280030420,N
s3111,1125000000,4600000000,0.245,1125000000,825000000,4600000000,4940007410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403012090,0,65001950,78002340,0,0,0,0,7802340,7802340,1040001560,0,0,0,0,0,0,0,0,0,260000390,0,0,0,780001170,0,0,0,0,0,0,0,0,0,0,0,0,2340003510,0,0,0,0,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040001560,1040001560,520000780,520000780,0,520000780,260000390,0,1300001950,1300001950,780001170,0,3900005850,0,4680007020,4420006630,Y
s31111,8200000000,21600000000,0.38,8200000000,6175000000,21600000000,16640024960,0,0,0,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,2860004290,0,0,0,0,0,0,57217160,55916770,7800011700,0,0,0,0,0,0,0,0,0,1040001560,0,0,0,0,0,0,0,11700017550,0,0,0,0,3640005460,4940007410,0,0,20020030030,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5980008970,5980008970,6240009360,6500009750,1040001560,1300001950,2340003510,1040001560,7800011700,7540011310,6500009750,0,28080042120,0,18200027300,17940026910,Y
s3112,25750000000,25675000000,1.003,25750000000,18975000000,25675000000,24180036270,0,0,8840013260,0,0,0,0,0,1560002340,0,0,0,0,0,0,0,0,13000390,3380005070,0,0,0,0,0,0,170351090,162548750,23660035490,260000390,0,0,0,0,0,0,0,5460008190,4940007410,0,520000780,0,0,0,0,0,5980008970,0,0,0,26000390,2860004290,5200007800,0,0,21580032370,0,0,0,0,0,0,0,0,0,0,208003120,0,0,0,0,0,0,0,0,260000390,2340003510,260000390,0,260000390,0,3120004680,3120004680,5720008580,6500009750,5980008970,1820002730,4420006630,0,14820022230,9100013650,3900005850,9100013650,30160045240,0,21320031980,21320031980,N
s3113,25675000000,49625000000,0.517,25675000000,18500000000,49625000000,46540069810,0,0,1560002340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507015210,2860004290,0,0,0,0,0,0,166449920,166449920,24180036270,0,0,0,0,0,0,0,0,8060012090,8840013260,0,260000390,0,5720008580,0,0,0,0,0,0,0,0,7800011700,10140015210,0,0,50700076050,0,0,0,0,0,0,0,0,0,1040001560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12220018330,12740019110,2860004290,2860004290,0,11960017940,3120004680,0,22360033540,14300021450,5720008580,1560002340,44980067470,0,50960076440,50960076440,Y
s313,18700000000,29975000000,0.624,18700000000,14100000000,29975000000,28340042510,0,0,2340003510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7501225030,520000780,325009750,260007800,58524570,0,0,0,127438220,115734710,16900025350,2860004290,520000780,0,0,0,0,0,0,4420006630,4160006240,0,0,0,14560021840,0,0,0,0,0,0,0,0,5460008190,5720008580,0,0,26000039000,0,0,0,0,0,0,0,0,0,34580051870,0,0,0,0,0,0,0,0,0,6500009750,9620014430,0,0,0,0,9100013650,8840013260,8060012090,7800011700,0,1040001560,2860004290,0,14560021840,10140015210,6240009360,3120004680,33800050700,0,26000039000,26260039390,N
s315,6925000000,16800000000,0.412,6925000000,5100000000,16800000000,16640024960,0,0,520000780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780001170,13000390,0,0,0,0,0,48114430,50715210,7020010530,0,0,0,0,0,0,0,0,2080003120,2340003510,0,0,0,1560002340,0,0,0,0,0,0,0,0,3120004680,2860004290,0,0,13000019500,0,0,0,0,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,260000390,0,0,0,0,2860004290,2860004290,780001170,780001170,0,2860004290,1560002340,0,5980008970,3900005850,1820002730,520000780,12480018720,0,15860023790,15860023790,Y
s318,6575000000,24000000000,0.274,6575000000,4750000000,24000000000,21840032760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820002730,13000390,0,0,0,0,0,41612480,41612480,5980008970,0,0,0,0,0,0,0,0,260000390,1820002730,0,0,0,780001170,0,0,0,0,0,0,0,0,4420006630,5200007800,0,0,24960037440,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900005850,4680007020,1300001950,1560002340,0,4680007020,1300001950,0,5720008580,5200007800,3640005460,0,17420026130,0,21060031590,21060031590,Y
s319,25625000000,35200000000,0.728,25625000000,18400000000,35200000000,33020049530,0,0,4420006630,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,13000390,4940007410,0,0,0,0,0,0,166449920,166449920,24180036270,0,0,0,0,0,0,52001560,0,9620014430,5980008970,260000390,0,0,11960017940,0,0,0,0,0,0,0,0,5720008580,5720008580,0,0,30160045240,0,0,0,260000390,0,0,0,0,0,0,1352020280,0,0,2925087750,0,0,0,0,260000390,7540011310,22360033540,3120004680,0,0,0,7280010920,6760010140,7540011310,7280010920,6240009360,780001170,2340003510,0,20020030030,10400015600,4420006630,4420006630,36140054210,0,31460047190,31720047580,Y
s321,67350000000,35300000000,1.908,67350000000,49875000000,35300000000,32760049140,0,0,32500048750,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,13000390,8580012870,0,0,0,0,0,0,451235330,451235330,63440095160,0,0,0,0,0,0,13000390,0,18460027690,10140015210,0,0,0,0,0,0,0,12220018330,0,0,0,0,5980008970,5980008970,0,0,30420045630,0,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,5720008580,0,0,0,0,7540011310,7020010530,9360014040,11960017940,5980008970,780001170,5460008190,0,30680046020,11960017940,1820002730,31460047190,44720067080,0,30160045240,29640044460,N
