Function / Call Stack,Clockticks,Instructions Retired,CPI Rate,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,INST_RETIRED.ANY,INST_RETIRED.PREC_DIST,OFFCORE_RESPONSE:request=DEMAND_RFO:response=L3_HIT.SNOOP_HITM,BR_MISP_RETIRED.ALL_BRANCHES_PS,CYCLE_ACTIVITY.STALLS_MEM_ANY,FRONTEND_RETIRED.DSB_MISS_PS,FRONTEND_RETIRED.L2_MISS_PS,FRONTEND_RETIRED.LATENCY_GE_16_PS,FRONTEND_RETIRED.LATENCY_GE_2_BUBBLES_GE_1_PS,FRONTEND_RETIRED.STLB_MISS_PS,MEM_INST_RETIRED.ALL_STORES_PS,MEM_INST_RETIRED.LOCK_LOADS_PS,MEM_INST_RETIRED.SPLIT_LOADS_PS,MEM_INST_RETIRED.SPLIT_STORES_PS,MEM_INST_RETIRED.STLB_MISS_LOADS_PS,MEM_INST_RETIRED.STLB_MISS_STORES_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT_PS,MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS_PS,MEM_LOAD_RETIRED.FB_HIT_PS,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,ARITH.DIVIDER_ACTIVE,BACLEARS.ANY,CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE,CPU_CLK_UNHALTED.REF_XCLK,CPU_CLK_UNHALTED.THREAD_P,CYCLE_ACTIVITY.STALLS_L1D_MISS,CYCLE_ACTIVITY.STALLS_L2_MISS,CYCLE_ACTIVITY.STALLS_L3_MISS,DSB2MITE_SWITCHES.PENALTY_CYCLES,DTLB_LOAD_MISSES.STLB_HIT,DTLB_LOAD_MISSES.WALK_ACTIVE,DTLB_STORE_MISSES.STLB_HIT,DTLB_STORE_MISSES.WALK_ACTIVE,EXE_ACTIVITY.1_PORTS_UTIL,EXE_ACTIVITY.2_PORTS_UTIL,EXE_ACTIVITY.BOUND_ON_STORES,EXE_ACTIVITY.EXE_BOUND_0_PORTS,FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE,FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE,FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE,FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE,FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,FP_ARITH_INST_RETIRED.SCALAR_SINGLE,FP_ASSIST.ANY,ICACHE_16B.IFDATA_STALL,ICACHE_16B.IFDATA_STALL:cmask=1:e=yes,ICACHE_64B.IFTAG_STALL,IDQ.ALL_DSB_CYCLES_4_UOPS,IDQ.ALL_DSB_CYCLES_ANY_UOPS,IDQ.ALL_MITE_CYCLES_4_UOPS,IDQ.ALL_MITE_CYCLES_ANY_UOPS,IDQ.DSB_UOPS,IDQ.MITE_UOPS,IDQ.MS_SWITCHES,IDQ.MS_UOPS,IDQ_UOPS_NOT_DELIVERED.CORE,IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE,ILD_STALL.LCP,INT_MISC.CLEAR_RESTEER_CYCLES,INT_MISC.RECOVERY_CYCLES,L1D_PEND_MISS.FB_FULL:cmask=1,L1D_PEND_MISS.PENDING,L2_RQSTS.RFO_HIT,LD_BLOCKS.NO_SR,LD_BLOCKS.STORE_FORWARD,LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,LSD.CYCLES_4_UOPS,LSD.CYCLES_ACTIVE,LSD.UOPS,MACHINE_CLEARS.COUNT,OFFCORE_REQUESTS_BUFFER.SQ_FULL,OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=4,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO,OTHER_ASSISTS.ANY,RS_EVENTS.EMPTY_CYCLES,RS_EVENTS.EMPTY_END,UOPS_DISPATCHED_PORT.PORT_0,UOPS_DISPATCHED_PORT.PORT_1,UOPS_DISPATCHED_PORT.PORT_2,UOPS_DISPATCHED_PORT.PORT_3,UOPS_DISPATCHED_PORT.PORT_4,UOPS_DISPATCHED_PORT.PORT_5,UOPS_DISPATCHED_PORT.PORT_6,UOPS_DISPATCHED_PORT.PORT_7,UOPS_EXECUTED.CORE_CYCLES_GE_1,UOPS_EXECUTED.CORE_CYCLES_GE_2,UOPS_EXECUTED.CORE_CYCLES_GE_3,UOPS_EXECUTED.CORE_CYCLES_NONE,UOPS_EXECUTED.THREAD,UOPS_EXECUTED.X87,UOPS_ISSUED.ANY,UOPS_RETIRED.RETIRE_SLOTS,VECTORIZABLE
s322,42400000000,26375000000,1.608,42400000000,31700000000,26375000000,24960037440,0,0,18720028080,13000910,0,0,0,0,780001170,0,0,0,0,0,0,0,0,0,5980008970,0,0,0,0,0,0,279583850,276983070,37960056940,0,0,0,0,0,0,0,0,12220018330,5720008580,0,0,0,0,0,0,0,11960017940,0,0,0,0,5200007800,5460008190,0,0,24180036270,260000390,0,260000390,0,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,1040001560,6760010140,0,0,0,0,6500009750,6500009750,5980008970,6500009750,3120004680,520000780,1820002730,1300001950,21060031590,8060012090,2340003510,19760029640,30680046020,0,24440036660,24440036660,N
s323,41750000000,38400000000,1.087,41750000000,30475000000,38400000000,35880053820,0,0,12480018720,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,0,7020010530,0,0,0,0,0,0,274382290,279583850,39520059280,0,0,0,0,0,0,0,0,15080022620,6500009750,0,0,0,0,0,0,0,11960017940,0,0,0,0,5980008970,5980008970,0,0,32760049140,0,0,0,0,0,0,0,0,0,0,182002730,0,0,0,0,0,0,0,0,2080003120,8060012090,260000390,0,0,0,6240009360,7020010530,8060012090,9880014820,5980008970,2080003120,3900005850,0,26000039000,11180016770,4420006630,13260019890,42120063180,0,33280049920,32760049140,N
s3251,21650000000,18450000000,1.173,21650000000,15900000000,18450000000,17420026130,0,0,5460008190,0,0,0,0,0,1300001950,0,0,208006240,0,0,0,0,0,0,3640005460,0,0,0,0,0,0,144343290,141742510,20020030030,0,0,0,0,0,0,13000390,0,6500009750,4160006240,0,0,0,4420006630,0,0,0,0,0,0,0,0,3120004680,3900005850,0,0,16380024570,0,0,0,0,0,0,0,0,0,0,338005070,0,1495044850,13000390,0,0,0,0,0,5200007800,15860023790,520000780,0,0,0,1820002730,2600003900,5200007800,5460008190,4680007020,6500009750,1300001950,0,14300021450,7540011310,3640005460,6500009750,27300040950,0,16640024960,16640024960,Y
s331,5750000000,18425000000,0.312,5750000000,4400000000,18425000000,16640024960,0,0,0,52003640,0,0,195013650,0,0,0,0,0,0,0,0,0,0,13000390,780001170,0,13000390,0,0,0,0,40312090,40312090,5200007800,0,0,0,260000390,0,0,0,0,1300001950,2340003510,0,0,0,0,0,0,0,0,0,0,0,0,1040001560,3900005850,0,520000780,12480018720,780001170,0,0,8320012480,520000780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000390,0,0,0,0,3380005070,2340003510,1040001560,1040001560,0,1820002730,4420006630,0,6240009360,4420006630,2080003120,0,12220018330,0,13000019500,13000019500,Y
s332,10225000000,38425000000,0.266,10225000000,7600000000,38425000000,36140054210,0,0,0,26001820,0,0,0,0,0,0,0,0,0,0,0,0,0,26000780,3380005070,13000390,0,0,0,0,0,72821840,70221060,10140015210,0,0,0,0,0,0,0,0,520000780,2860004290,0,0,0,0,0,0,0,0,0,0,0,0,6500009750,6240009360,0,0,31460047190,0,0,260000390,0,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800011700,2600003900,2600003900,2340003510,0,2600003900,8580012870,0,8840013260,8320012480,5720008580,0,29380044070,0,30160045240,30420045630,N
s341,9700000000,41600000000,0.233,9700000000,6925000000,41600000000,40040060060,0,0,0,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,13000390,3380005070,0,0,0,0,0,0,65019500,66319890,9360014040,0,0,0,0,0,0,13000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5460008190,7800011700,0,0,33540050310,0,0,0,0,0,0,0,0,0,0,104001560,0,0,0,0,0,0,0,0,260000390,2600003900,520000780,0,0,0,8060012090,5460008190,5980008970,6500009750,6240009360,3900005850,7540011310,0,9360014040,9360014040,9100013650,0,43160064740,0,36920055380,37180055770,N
s342,11275000000,48000000000,0.235,11275000000,8300000000,48000000000,43420065130,0,0,0,0,0,0,0,0,1560002340,0,0,0,0,0,0,0,0,13000390,7020010530,0,0,0,0,0,0,74122230,74122230,10400015600,0,0,0,0,0,0,0,0,0,520000780,0,0,0,0,0,0,0,0,0,0,0,0,6500009750,9620014430,0,0,44720067080,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520000780,4160006240,0,0,0,0,7280010920,4940007410,8840013260,8580012870,5980008970,3640005460,7280010920,0,10140015210,10140015210,9880014820,260000390,46020069030,0,40560060840,40560060840,N
s343,4450000000,4125000000,1.079,4450000000,3350000000,4125000000,3900005850,0,0,2340003510,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,585017550,221006630,370655610,0,0,0,32509750,32509750,4420006630,2080003120,2080003120,0,0,520000780,13000390,0,0,1040001560,520000780,0,0,0,0,0,0,0,0,0,0,0,0,520000780,520000780,0,0,3120004680,0,0,0,0,0,0,0,0,3120004680,38740058110,26000390,0,0,26000780,0,0,0,0,1300001950,4160006240,4420006630,260000390,0,0,0,3640005460,520000780,780001170,780001170,3640005460,520000780,780001170,0,2080003120,1040001560,520000780,2080003120,4420006630,0,3640005460,3900005850,N
s351,43475000000,143350000000,0.303,43475000000,31525000000,143350000000,134160201240,0,0,1300001950,0,0,0,0,0,5460008190,0,2067062010,1040031200,0,0,0,0,0,8775263250,12220018330,1040031200,1001030030,39016380,0,0,0,284785410,280884240,39780059670,780001170,0,0,0,0,0,26000780,0,2340003510,4940007410,0,0,0,19500029250,0,0,0,19240028860,0,0,0,26000390,19240028860,24180036270,0,0,124800187200,0,0,0,0,0,0,0,0,0,33020049530,0,0,0,13000390,0,0,0,0,260000390,10140015210,20280030420,0,0,0,0,25220037830,25480038220,24700037050,24440036660,18980028470,16640024960,21320031980,7540011310,39520059280,37440056160,32500048750,1040001560,153140229710,0,125060187590,124540186810,Y
s352,41450000000,112675000000,0.368,41450000000,30550000000,112675000000,104780157170,0,0,3380005070,0,0,0,0,0,0,0,2054061620,0,0,0,0,0,0,1235037050,20800031200,13000390,0,0,0,0,0,280884240,279583850,39780059670,780001170,0,0,0,0,0,0,0,5720008580,7280010920,0,0,0,19760029640,0,0,0,19760029640,0,0,0,0,12220018330,26520039780,0,0,96720145080,0,0,0,0,0,0,260000390,0,0,5200007800,0,0,0,0,0,0,0,0,0,9620014430,18460027690,0,0,260000390,0,21320031980,21320031980,19240028860,18980028470,0,10140015210,18460027690,0,34840052260,29120043680,22360033540,3120004680,104260156390,0,94900142350,95160142740,Y
s353,12900000000,35850000000,0.36,12900000000,9700000000,35850000000,34580051870,0,0,0,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,26000780,10400015600,0,0,0,0,0,0,87126130,85825740,11440017160,0,0,0,0,0,0,0,0,260000390,780001170,0,0,0,0,0,0,0,11180016770,0,0,0,0,4160006240,7020010530,0,0,30420045630,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2860004290,9620014430,0,0,0,0,6240009360,6240009360,12220018330,12480018720,5980008970,780001170,1820002730,0,12480018720,12480018720,11440017160,0,46020069030,0,33540050310,33540050310,Y
s4112,13150000000,47975000000,0.274,13150000000,9975000000,47975000000,44460066690,0,0,260000390,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,312009360,10400015600,104003120,104003120,6502730,0,0,0,93628080,91027300,12480018720,260000390,0,0,0,0,0,0,0,0,1300001950,0,0,0,0,0,0,0,11960017940,0,0,0,0,7540011310,9100013650,0,0,42120063180,0,0,0,260000390,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,0,2600003900,8840013260,0,0,0,0,6500009750,6500009750,11960017940,11960017940,5980008970,3900005850,4940007410,0,11960017940,11960017940,10920016380,260000390,50960076440,0,41860062790,41340062010,Y
s4113,13175000000,33600000000,0.392,13175000000,9650000000,33600000000,29900044850,0,0,0,0,0,0,0,0,1560002340,0,0,0,0,0,0,0,0,260007800,9620014430,39001170,26000780,0,0,0,0,87126130,89726910,12480018720,0,0,0,0,0,0,26000780,0,0,2340003510,0,0,0,0,0,0,0,6240009360,0,0,0,0,7020010530,7800011700,0,0,31200046800,0,0,0,0,0,0,0,0,0,1040001560,338005070,0,0,0,0,0,0,0,0,4680007020,9100013650,780001170,0,0,0,3120004680,3120004680,11960017940,11700017550,5980008970,4160006240,1560002340,0,11700017550,11440017160,9100013650,0,39520059280,0,28340042510,28340042510,Y
s4114,17500000000,51175000000,0.342,17500000000,13075000000,51175000000,49920074880,0,0,520000780,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,858025740,13260019890,221006630,169005070,58524570,0,0,0,115734710,114434320,16120024180,260000390,260000390,0,0,0,0,26000780,0,780001170,1820002730,0,0,0,0,0,0,0,11700017550,0,0,0,0,8580012870,8580012870,0,0,46020069030,0,0,0,0,0,0,0,0,0,5460008190,338005070,0,0,741022230,0,0,0,0,0,4940007410,13000019500,520000780,0,260000390,0,7800011700,7280010920,12220018330,12480018720,5980008970,6240009360,9100013650,5980008970,16640024960,16120024180,14040021060,520000780,66560099840,0,49140073710,49400074100,N
s4115,13075000000,41625000000,0.314,13075000000,9575000000,41625000000,36920055380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325009750,9360014040,117003510,104003120,6502730,0,0,0,89726910,92327690,13000019500,0,0,0,0,0,0,0,0,260000390,2340003510,0,0,0,0,0,0,0,12740019110,0,0,0,0,6500009750,9620014430,0,0,38220057330,0,0,0,0,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,0,2600003900,8580012870,0,0,0,0,6240009360,5980008970,8580012870,8580012870,0,3120004680,5460008190,0,11700017550,11180016770,9620014430,0,37180055770,0,34320051480,34320051480,Y
s4116,10325000000,33550000000,0.308,10325000000,7750000000,33550000000,33280049920,0,52001170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800011700,0,0,0,0,0,0,66319890,65019500,9100013650,0,0,0,0,0,0,0,0,260000390,3120004680,0,0,0,0,0,0,0,9100013650,0,0,0,0,4680007020,7020010530,0,260000390,28340042510,260000390,0,260000390,260000390,0,0,0,260000390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4940007410,5200007800,7800011700,7540011310,260000390,2860004290,5200007800,0,10140015210,10140015210,6240009360,260000390,33540050310,0,30940046410,30420045630,Y
s4117,13025000000,41625000000,0.313,13025000000,9725000000,41625000000,36920055380,0,0,0,0,0,0,0,0,1560002340,0,0,0,0,0,0,0,0,65001950,10400015600,0,13000390,0,0,0,0,89726910,91027300,12740019110,0,0,0,0,0,0,39001170,0,0,260000390,0,0,0,0,0,0,0,12220018330,0,0,0,0,6240009360,7800011700,0,0,36920055380,0,0,0,0,0,0,0,0,0,260000390,338005070,0,0,650019500,0,0,0,0,0,2600003900,9100013650,780001170,0,0,0,6500009750,8320012480,11440017160,11440017160,5460008190,2860004290,5460008190,0,11440017160,11180016770,11180016770,0,50960076440,0,34060051090,34060051090,Y
s4121,5750000000,7600000000,0.757,5750000000,4350000000,7600000000,7540011310,0,0,1040001560,0,0,0,0,0,520000780,0,0,0,0,0,0,0,0,2002060060,520000780,208006240,169005070,32513650,0,0,0,40312090,40312090,5720008580,1040001560,260000390,0,0,0,0,13000390,0,1040001560,1300001950,0,0,0,3120004680,0,0,0,0,0,0,0,0,1300001950,2080003120,0,0,7020010530,0,0,0,0,0,0,0,0,0,10920016380,0,0,0,0,0,0,0,0,260000390,2600003900,4160006240,0,0,0,0,1820002730,2080003120,2860004290,3120004680,1560002340,0,780001170,0,4680007020,3640005460,2340003510,1040001560,11700017550,0,7020010530,7020010530,Y
s421,38900000000,140825000000,0.276,38900000000,28600000000,140825000000,129220193830,0,0,0,0,0,0,0,0,6760010140,0,0,0,0,0,0,0,0,728021840,26520039780,91002730,91002730,0,0,0,0,258777610,261378390,36920055380,260000390,0,0,0,0,0,0,0,0,520000780,0,0,0,0,0,0,0,24440036660,0,0,0,0,23920035880,23920035880,0,260000390,119600179400,0,260000390,0,0,0,0,0,0,0,2080003120,0,0,0,0,0,0,0,0,0,4680007020,17420026130,0,0,0,0,12480018720,13000019500,35880053820,35880053820,24180036270,28080042120,19240028860,0,36140054210,35880053820,35100052650,520000780,165100247650,0,117260175890,117260175890,Y
s422,78350000000,281575000000,0.278,78350000000,59475000000,281575000000,261820392730,0,0,780001170,0,0,0,2496174720,0,13780020670,0,0,0,0,0,0,0,0,585017550,54080081120,39001170,39001170,6502730,0,0,0,542262630,540962240,74100111150,1040001560,0,0,0,0,0,0,0,0,1560002340,0,0,0,0,0,0,0,48360072540,0,0,0,26000390,27560041340,72800109200,0,0,242840364260,0,0,260000390,39000058500,0,0,0,0,0,2600003900,0,0,0,0,0,0,0,0,0,7280010920,33540050310,0,0,260000390,0,26780040170,22360033540,71760107640,71500107250,47580071370,37440056160,45500068250,0,71760107640,71240106860,69940104910,1300001950,322140483210,0,238160357240,238680358020,N
s423,39675000000,140850000000,0.282,39675000000,30275000000,140850000000,132080198120,0,0,520000780,13000910,0,0,13000910,0,6760010140,0,0,0,0,0,0,0,0,260007800,26780040170,26000780,26000780,0,0,0,0,270481120,271781510,37180055770,1300001950,260000390,0,0,0,0,13000390,0,260000390,1300001950,0,0,0,0,0,0,0,23400035100,0,0,0,0,23660035490,23660035490,0,0,119080178620,0,0,0,0,0,0,0,0,0,1300001950,0,0,0,0,0,0,0,0,0,3900005850,17420026130,260000390,0,0,0,12220018330,12480018720,36400054600,36400054600,24440036660,16900025350,22880034320,0,36400054600,36660054990,35100052650,520000780,160420240630,0,120380180570,120380180570,Y
s424,39225000000,140850000000,0.278,39225000000,29700000000,140850000000,132860199290,0,0,260000390,0,0,0,0,0,7020010530,0,0,0,0,0,0,0,0,1846055380,25740038610,208006240,208006240,6502730,0,0,13000390,267880340,266579950,36400054600,260000390,0,0,0,0,0,0,0,0,1300001950,0,0,0,0,0,0,0,23660035490,0,0,0,0,23660035490,23920035880,0,0,119080178620,0,0,0,0,260000390,0,0,0,0,4160006240,676010140,0,0,0,0,0,0,0,0,2340003510,9880014820,1300001950,0,260000390,0,14040021060,14300021450,36400054600,36660054990,24180036270,15860023790,23660035490,0,36920055380,36660054990,35360053040,260000390,159900239850,0,120640180960,120900181350,Y
s431,39750000000,60025000000,0.662,39750000000,30125000000,60025000000,56420084630,0,0,5980008970,0,0,0,0,0,4160006240,0,0,0,0,0,0,0,0,12220366600,1560002340,3016090480,2756082680,253606470,0,0,0,266579950,267880340,37180055770,5460008190,2340003510,260000390,0,0,0,26000780,0,5460008190,9100013650,0,260000390,0,15080022620,0,0,0,0,0,0,0,0,11440017160,14300021450,0,260000390,52520078780,0,0,0,260000390,0,0,0,0,0,82420123630,0,0,0,0,0,0,0,0,780001170,12740019110,20020030030,0,0,0,0,10140015210,9880014820,22620033930,22360033540,15080022620,1820002730,5980008970,0,31460047190,25740038610,16640024960,5980008970,82680124020,0,52520078780,52260078390,Y
s441,11350000000,40000000000,0.284,11350000000,8600000000,40000000000,35880053820,0,0,260000390,0,0,0,0,0,520000780,0,0,0,0,0,0,0,0,221006630,3380005070,0,0,0,0,0,0,83224960,81924570,11180016770,260000390,0,0,0,0,0,0,0,780001170,2340003510,0,0,0,9360014040,0,0,0,0,0,0,0,0,6240009360,7020010530,0,0,38220057330,0,0,260000390,0,0,0,0,0,0,1040001560,0,0,0,1391041730,0,0,0,0,0,5200007800,9620014430,0,0,0,0,8320012480,8580012870,3640005460,3640005460,1300001950,6240009360,2860004290,0,9880014820,9360014040,7280010920,260000390,33280049920,0,34580051870,34580051870,Y
s442,8275000000,32825000000,0.252,8275000000,6250000000,32825000000,31460047190,0,0,0,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,13000390,2600003900,13000390,26000780,0,0,0,0,57217160,58517550,8060012090,0,0,0,0,0,0,0,0,0,780001170,0,0,0,6240009360,0,0,0,0,0,0,0,0,4160006240,5200007800,260000390,0,26000039000,0,0,0,0,0,0,0,0,0,260000390,0,0,0,598017940,0,0,0,0,0,4940007410,7540011310,0,0,0,0,7280010920,7280010920,2860004290,2340003510,780001170,6760010140,1560002340,0,8060012090,8060012090,7280010920,260000390,29120043680,0,30680046020,30680046020,Y
s443,14900000000,49600000000,0.3,14900000000,11275000000,49600000000,44980067470,0,0,780001170,0,0,0,0,0,780001170,0,0,0,0,0,0,0,0,1261037830,5460008190,39001170,26000780,6502730,0,0,0,98829640,97529250,13520020280,520000780,260000390,0,0,0,0,0,0,1300001950,2340003510,0,0,0,8580012870,0,0,0,0,0,0,0,0,6240009360,9360014040,0,0,47320070980,0,0,0,0,0,0,0,0,0,10660015990,0,0,0,3055091650,0,0,0,0,1560002340,11180016770,14300021450,0,0,260000390,0,10400015600,10400015600,7540011310,7540011310,3120004680,7020010530,2860004290,0,12740019110,11440017160,9100013650,520000780,43680065520,0,43680065520,43420065130,Y
s451,925000000,3375000000,0.274,925000000,875000000,3375000000,4420006630,0,0,0,0,0,0,0,0,520000780,0,0,0,0,0,0,0,0,0,520000780,0,0,0,0,0,0,9102730,10403120,1300001950,0,0,0,0,0,0,0,0,0,780001170,0,0,0,2600003900,0,0,0,0,0,0,0,0,0,1300001950,0,0,3900005850,0,0,0,0,0,0,0,0,0,0,0,0,0,13000390,0,0,0,0,0,0,0,0,0,0,0,520000780,0,520000780,260000390,260000390,0,780001170,260000390,780001170,2080003120,1560002340,260000390,2860004290,0,3640005460,4680007020,Y
s452,19425000000,36825000000,0.527,19425000000,14700000000,36825000000,34320051480,0,0,1560002340,0,0,0,0,0,1560002340,0,0,0,0,0,0,0,0,4914147420,520000780,1365040950,1105033150,260109200,0,0,0,132639780,131339390,18200027300,1560002340,1040001560,0,0,0,0,91002730,0,2860004290,3380005070,0,0,0,11960017940,0,0,0,0,0,0,0,0,5980008970,5980008970,0,0,33280049920,0,0,0,260000390,0,0,0,0,1040001560,67600101400,962014430,0,0,0,0,0,0,0,4420006630,10660015990,15340023010,5720008580,0,0,0,12740019110,12480018720,9360014040,9100013650,6240009360,6240009360,2600003900,0,16380024570,13520020280,10140015210,1560002340,50960076440,0,32760049140,32760049140,Y
s453,12850000000,15225000000,0.844,12850000000,9575000000,15225000000,15080022620,0,0,5980008970,0,0,0,0,0,1040001560,0,0,0,0,0,0,0,0,546016380,1300001950,0,0,0,0,0,0,91027300,89726910,12480018720,780001170,0,0,0,0,0,13000390,0,1040001560,1560002340,0,260000390,0,5460008190,0,0,0,0,0,0,0,0,2340003510,2860004290,0,0,12740019110,0,0,0,0,0,0,0,0,0,1560002340,208003120,0,0,0,0,0,0,0,0,1560002340,3640005460,520000780,0,0,0,2860004290,2860004290,3120004680,3120004680,3120004680,260000390,1560002340,0,6760010140,5200007800,3640005460,6240009360,17420026130,0,14300021450,14300021450,Y
s471,5300000000,8400000000,0.631,5300000000,3850000000,8400000000,7540011310,0,0,780001170,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,481014430,1040001560,143004290,130003900,19508190,0,0,0,33810140,33810140,4940007410,520000780,0,0,0,0,0,0,0,1040001560,1300001950,520000780,0,0,3640005460,0,0,0,0,0,0,0,0,1300001950,1300001950,0,0,7280010920,0,0,0,0,0,0,0,0,0,5720008580,156002340,0,0,0,0,0,0,0,520000780,2860004290,4420006630,780001170,0,520000780,0,1820002730,1820002730,2340003510,2340003510,1300001950,260000390,260000390,0,3640005460,2860004290,1820002730,1300001950,9620014430,0,7540011310,7280010920,Y
s481,16150000000,57600000000,0.28,16150000000,11625000000,57600000000,54340081510,0,0,0,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,221006630,12740019110,52001560,39001170,6502730,0,0,0,100130030,100130030,14300021450,0,0,0,0,0,0,0,0,0,260000390,0,0,0,0,0,0,0,11960017940,0,0,0,0,12480018720,12480018720,0,0,55900083850,0,0,0,0,0,0,0,0,0,780001170,0,0,0,13000390,0,0,0,0,0,5460008190,13520020280,0,0,0,0,11180016770,8840013260,15600023400,15600023400,6240009360,6240009360,11700017550,0,15600023400,15600023400,15340023010,0,74360111540,0,55380083070,55120082680,N
s482,16050000000,70400000000,0.228,16050000000,11550000000,70400000000,65260097890,0,0,0,0,0,0,0,0,1820002730,0,0,0,0,0,0,0,0,13000390,10920016380,0,0,0,0,0,0,107932370,107932370,15860023790,0,0,0,0,0,0,13000390,0,260000390,1300001950,0,0,0,0,0,0,0,12220018330,0,0,0,0,11700017550,11700017550,0,0,57980086970,0,0,0,0,0,0,0,0,0,260000390,0,0,0,0,0,0,0,0,0,2080003120,11180016770,0,0,0,0,9880014820,8320012480,12220018330,10660015990,5980008970,5720008580,10920016380,0,14560021840,14300021450,13000019500,0,63440095160,0,57980086970,58500087750,N
s491,16800000000,40025000000,0.42,16800000000,12500000000,40025000000,38220057330,0,0,0,0,0,0,0,0,1560002340,0,0,0,0,0,0,0,0,286008580,12740019110,65001950,65001950,0,0,0,0,106631980,106631980,14820022230,0,260000390,0,0,0,0,13000390,0,260000390,1820002730,0,0,0,0,0,0,0,11700017550,0,0,0,0,5980008970,7540011310,0,0,36400054600,0,0,0,0,0,0,0,0,0,1300001950,338005070,0,0,2015060450,0,0,0,0,0,5980008970,13520020280,780001170,0,0,0,7280010920,7280010920,15860023790,15860023790,5980008970,3380005070,2600003900,0,15860023790,15860023790,13260019890,260000390,55380083070,0,36660054990,36660054990,Y
vag,20450000000,70425000000,0.29,20450000000,15250000000,70425000000,67340101010,0,0,260000390,0,0,0,0,0,3640005460,0,0,0,0,0,0,0,0,2002060060,11700017550,260007800,247007410,13005460,0,0,0,140442120,139141730,19760029640,260000390,0,0,0,0,0,65001950,0,260000390,3120004680,0,0,0,0,0,0,0,0,0,0,0,0,11180016770,11180016770,0,0,57200085800,0,0,0,260000390,260000390,0,0,0,0,5720008580,494007410,0,0,0,0,0,0,0,0,4680007020,11180016770,1300001950,0,0,0,3380005070,3900005850,19240028860,18980028470,15340023010,4160006240,6760010140,0,19240028860,18720028080,15600023400,260000390,66820100230,0,60840091260,61100091650,Y
vbor,3200000000,9625000000,0.332,3200000000,2400000000,9625000000,10400015600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520000780,0,0,0,0,0,0,24707410,24707410,3380005070,0,0,0,0,0,0,0,0,260000390,2080003120,0,0,0,6760010140,0,0,0,0,0,0,0,0,1560002340,1300001950,0,0,6760010140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340003510,2080003120,260000390,260000390,260000390,520000780,260000390,0,3120004680,3120004680,1300001950,0,8580012870,0,10400015600,10400015600,Y
